Username,Comment
@vishwambar-jadhav,पहिले मुझे सलमान के कोई एक्सप्रेशन नही दिखते थे फिर मैने गौर से देखा अब सलमान भी नही दिखता🤣😂😂😂😂
@sonamthakur4798,My pebret song
@bhimchettri5450,I like song very very very I love songs
@pangpeter4305,2021 Jan 👂
@parul6658,"Whenever I hum this song , I picture Salman standing in that balcony wearing specs. 🙊"
@ROHITSHARMA-bv9hv,I was in class 3or 4 when I saw this picture and I heard this song
@drashaankbhatt1272,I was in class 10
@drshoheldentalsurgeon005,Struggling period of Salman❤️🔥
@minion2995,I was in class 8 and i had a friend like a sister. 😉
@ManojKumar-xh1fw,8882461731🌹🌹🌹🌹😍😍😍😍🥰🥰🥰🥰🥰🙏🙏🙏🙏🙏🙏🙏🎉🎉🎉🎉🎉🎉🎉
@atanumajumder1397,Very nice song
@shalinimukherjee7406,Which year did this movie release?
@baishaliwangkhem2054,💖💖💖💖who is still listening to this song?
@rahulkumarmehra5375,Movie Ka naam ha
@akritirabidas9431,This is not my favourite song but my childhood's favourite song 😭❤️ missing those days 😭😭
@rajeshshaikh7434,A R Rehman Music Really Heart Touching ❤️
@saranmalakar7074,সালমান খানের গান গুলো খুব সুন্দর লাগে
@anirbansarkar9577,selmon bhai bike mat thokna
@tasleemmohammed7088,People who are watching or listening in 2021 comment below
@The_sky_0129,.................................................... Come
@SubhajeetDass,Nostalgic ❤️
@kausarislam571,The most melodic song ❤️🌷
@abhijeetrocks4762,I was in 8th class
@azizpathan851,Kon 2021me Sun Raha h..?😍
@hinakhan2016,Salman khan and Katrina best godi
@sahzada3982,2021 me Kon sun rha hee
@hinakhan2016,Please don't remake
@hinakhan2016,My destiny
@prashantkumawat8080,"This song loved from last 12 years
AR REHMAN is the best music director"
@learninglifestyle2523,Solid
@RashidKhan-ks5em,"Is gana ko sun kar kis kis ko apne friend ki yad aate h 😊😊
Like kro 😊😊"
@rajeevcherpa2581,I was in first year of college
@amirhussay9229,Shorifulhusansikdarmarried ParbinSultana(Munni)
@amanrajputayres7914,Michael Jackson wala wahi scene h
@sazmirhussain850,My favourite song
@arshisharma5575,"I was in 7th grade n listened everyday on my ipod
Be it before exams or anyday my go to song.😘"
@swapnilbali,Suddenly came in mind And I'm here ...
@divakhan2175,❤️❤️
@thegoodquote4567,2021❤️🇳🇵
@aryakulshrestha2942,I was in 5 class.
@ruhaanmohd2450,Beutiful song
@surchondo5713,So many Computer Effects!  👽💀☠️
@shahnajsaifi4332,Dost ❤️💫💞🇮🇳
@JatinNagpalkramfu,I was in 11
@shruiyr,"Ar Rehman kk Adnan Sami made 2000s kids childhood much better👏🏼!
Now a days kids r unlucky that they get to listen remakes in the name of new songs:("
@meenal.jain15,Memories 😊😊😊
@thesidneetiansvarisha5907,2021 ❤️
@bindusharma9715,"I was in school, 😍"
@darshangawand271,सुलेमन भाई 👌🏻
@mohdtaj8737,Nice song
@blackrabbit7914,I was in class 9th😇😍
@naginaali2100,I was in class 9th.. jub mere hubby ne Lyf me first time mujhe song dedicate kia.. tab hum sirf frndz the.. r aaj couple.. 💕
@studentsstudies6656,I was a kid yaar when I used to listen this song around 7 8 years old...........
@amitsinghthakur8709,I was in 7th standard
@nrkhan1159,I love this song ❤️❤️
@rajanjha9393,I was in class 9th
@ashishpratapsingh4730,Oscar is just a toy for this Man ❤️❤️❤️❤️ love u A R RAHMAN
@SUBHASHPANDIT702,Happy birthday to my favorite and forever actor the one and only salman khan love u sirr😊😊💓💓
@rehankingstatus7501,yeh song mere bachpan ki hai but liked a song
@amarlifestyle6054,Anyone in 2020?
@havepatience2090,"JUST FLOWING WHILE LISTENING ☁☁☁
MISSING THOSE ERA..WAS IN 7 CLAAS 😿GAJHNI, YUVRAAJ, 1920 DAYS😩😩😩
WHO ELSE???"
@atharvathakare8401,I am in 10 th
@rosssonar5374,4:15 ❤
@ranjeetkumar8047,I love this song.
@noorjahan736,"Follow me on tiktok at jnoor4894 💖
At instagram nazcutiepie92 ♈ subscribe to my YouTube channel Noor JAHAN 🥰💙☮️ at facebook Naz Ahmed 📽️🌃🏞️"
@LaxmiKumari-sg2bp,I was in std 1 😁😁
@shahnajsaifi4332,Beautiful song 💞💫🦋🇮🇳📔✍️
@vijaytiwari2029,Jai Hind Jai Bharat
@kanchanchoudhary9920,I was in 11class..I miss those days😒
@pradnyasalve562,I was in 6th class
@mickleak,Wow A R rehman's music .. i love it.. i was in 9th classs
@waghushahabuddin9844,I love this song 🤗🤗
@boojhawonhrithik7864,My childhood song ❤😻
@akanshathapa1815,Salman voilating physics law of gravitation
@ShMoviesfan9663,Super songs
@bishuodasdas1010,Nice
@Adi-sn2zv,Any 20- yo listening to this song?..hit like
@akhileshvishwakarma8232,Kumud you would never read it but i always miss you
@deepubatra8286,"TU HI TOH MERI DOST HAI💖💗💕💜💙💚💛💕💗💖
👇"
@viveklodhi15,That salman and Katrina jodiii🥰🥰❤❤🥺
@ajmalsyed8413,I was IN Class 2 .... WHen I came to scl... i am waiting for this song on 9xm....🥺Good old days 🙃
@busterera72ooq,Purani yadein taza aur kya bolu I am speechelss
@Awadhdryfruit_dates,Nice song
@qazimehranjunejo,I lost you.... will never ever forget you.
@tarasoni1501,Salman is my all time favourite I love him since my childhood.
@rameezaziz9704,Salman is i mean 😍😍😍😍
@mrsaifjak4087,My favorite song ❤️❤️
@sportsfreak135,"I was in class 4 and used to listen 10 times per day on my newly n70 
Those days ❤"
@aarushsingh2547,Class 6 ya 7 something
@sanjidvinsmoke2676,Anyone here who has listened to this song repeatedly but never watched the movie yet?😜
@scinery6874,I love almost all songs from this movie
@SonuRaj-te2fw,I was in class 9
@AkshaySKumar-cn8iw,this song is from a time period that sadly doesn't exist anymore.
@sharadtewatia763,Pure music 👍
@abdulwadood2247,"Evergreen Super Star, Rock star  and Megha Star of indian cenima 👌  Sallu Bhai ❤"
@623_shailendramishra4,Official friendzone song before thise term was discover
@Rahulkumar-pp8wl,I was at 5th class 🤗 and saw the song at morning when I was dressed up in 9XM😇 missing those days 😥🤗💓
@zyexmusic,Old memories ❤️
@aditiyakapoor8325,Kon ye song 2020 me sun raha hai
@jrvideos9514,What a great music by A.R Rahman sir.  It's totally spoiled by the director by his visuals
@syedpasha2728,❤❤💙❤❤
@isometricdude6091,My class x
@imtiyazhussain3381,This song..... 🔥🔥🔥🔥
@Bugs_rider,This song is from which movie??
@techworld7499,Evergreen song ❤❤❤❤😢😢missing days..
@chaitydhar,"4:16 uff 😇🥰
💜🌸💗"
@samfarokii7636,I don’t want to grow up 😭😭 I was in grade 8 !!!!! Jesus what’s happening
@psdhage2912,Katrina Kaif is Queen of Bollywood 😍😍😍👑👑👑
@missbc8813,"No one literally no one
Salman during this years : tu hai tu meri dost hai 🥴 Katrina 🤗
Edit : stupid as**le 😒"
@emonrashid8501,Salman Katrina best jutty in bollyhood
@user-gv6we3zz4d,00967775698435 هاتفي اليمن صنعاء علي حسين تزوجي بي كاترينا بليز تعالي عندي أن شاءالله ساجدش
@uditsood3011,I was in +2 ..and I am in tears now
@geetaverma9422,In love with this song 😍❤❤❤❤❤💖💖
@beingaamir8935,I was in UK
@sunilchauhan414,Competitive song ever💝
@princestatus4370,Missing my first love
@moosaam7765,2020 mein kaun kaun suna hai song ❤️❤️❤️
@soniyakhan6509,These songs remind me my college days. I was an hons 2nd year student when this movie was released  .. I feel those beautiful days and it makes me Nostalgic
@dineshgupta8640,ये साले कटुवा और कटुवानी नौटंकी ।
@SaifAli-uz2zk,i was in class 8
@vikramjagdhane5389,Golden day of bollywood where there was innocence and pure love......
@apurvasharma1438,Is anyone noticed luckey Ali's voice in second paragaph hit one like🥰👍
@PramodKumar-ds2kw,I was 4th class
@richashukla7739,Who's listening to this song for the 1st time in 2020
@anishdas6973,The best jodi i have ever seen in bollywood❤❤
@WaseemAli-zl9ul,Apka bohat fans Hon main
@sharminmakrani,Salute to people who listen it🤣
@PPRIDER92,2020 me kon sun ra😅
@aabidsheikh5814,I was also in class 10 when this movie come bro
@ramshanaaz6890,Deemppal Wali girl  similarity same my iram chachi 💕 💞 💝 💖 💖 💖
@sunilchauhan414,I love this man 💕💕😍😍😍😍 Great Salman Bhai...
@call-break6587,This violin music jsst let alwyzz remember me i was clzz 1 hostel 😭 i want those days back❤❤
@seaking930,even i hate stupid salman but i love this movie songs for AR Rahman ......
@user-br4ms5vs2x,Salman looks so so so handsome in this song😍😍😍😍
@aayushigupta5692,5th standard memories!!love u Kat
@farheenkookie5836,"I was in 4th std
When i was a huge fan of this song. 
Time flies memories stays😍😍😍"
@akshatbakliwal1319,Bahut cringe video hai
@jemibanasrin1750,Tuhi to mera dost hai 💚S 💚
@SNEHA1999.,Hayee 🤩🤩 killer looks salman ❤️ katrina 😘😊☺️☺️☺️🌸🌸💫💫dost🙂🌈🌈🌈
@tanumeena904,3rd class ma thi
@Zubair_Siddiqui_2001,Love it ❤
@rajatwalia494,Beautiful lyrics.... ❤💕💖
@MEME1234,Boycott selmon bhoii: the footpath driver
@sumaiyakhan7833,I am single....... Still  I don't trust.....
@gisanff1319,Please say
@vanrajchauhan7717,Super duper song
@waheedullahkhan789,When I listen this I miss my frnd too much
@ishwarkumawat1223,I was in 7th
@alishbasheikh2343,*Mai khayalo ki mehak hu....uff Dil cheer dta hai😍😍😍*
@janakiviswanathan159,Ever green song 😍
@ayeshakhan6761,🥺 Tu hi to mera dost hai ❤
@niravbhatiya2363,Any from gujrat
@richikavarshney7598,Who is after @debanya
@aqsaamin5368,Katrina is looking such a princess in this whole film <3
@skwasimali1403,Nostalgia 😍😍
@AnkitaSharma1111.,Reminds me of ORKUT.
@swatisarode140,What happens when two crack friends are come together 🤣🤣🤣🤣😅
@sotyrare75,"Legends will never leave this song ever .
Any legend like me here 😂😂in 2020,2021 etc."
@zaidquazi4620,Remembers my childhood 😊
@sharmadeepali6837,I love this song so much because this song is my favorite song really I miss my childhood days .ever .....so heart touching this song ever 😭😭😭😭😭😭😭😂👍🏻💖😇💜😭😭
@akshayrao1130,"Really underrated movie and song. I loved this movie. ❤️❤️❤️❤️❤️❤️
One of Salman's better performances. Better than Bodyguard, Ready, Tubelight, PRDP and thousand times better than Race 3 movie An it is an original movie and not a remake. I don't know why this movie flopped. If this movie had released now it would have become a blockbuster."
@kingsly1031,Fact-Nobody cares when you are listening this!
@thepunisher7217,Who else is in love with the music at 3:22 of this song?❤️🔥
@hamzamazhar3741,I like this song
@waqarahmad-ko7gz,It's for all of you my fines
@benignharry5736,All time fav
@fariashinshin1041,3:32-4:10...ufff that violins🎻 part😇 mesmerizing
@harishsharma3979,I was in 10th standard ... Kya din the yar wo b ... Bhot yad aate h school k wo din ab to Sali jindgi bhgaa ri h
@dr.nirmalraj3839,"Sounds good, but picturisation is funny !"
@AsiqueIkbalAnsari,Salman & Katrina Awesome couple 🔥🔥🔥
@unknownfromkashmir,"8 th class back then
Only difference hated school then.
Now, hate my life."
@hirakkalita8624,All time favorite 🥰❤️
@vikramjagdhane5389,Gaana sunke school time yaad aa gaya kasam se❤️❤️❤️
@nadiaafrin14,level of music <3
@aimanfatma2559,I was in std 8th
@noorgarg9066,My best friend dedicated this song to me😍
@sukanya2146,4:37 magical ❤️
@namraadil7780,🍁🍁🍂🍂🧡🧡💙💙❤️❤️
@mohammadkamil5697,Awesome song
@Crystal_art_craft,Beautiful song remember always my friends
@zaidsayed5031,Who is listing in 2020 ??
@Introvert107,If u r a legend... U are in love in this song at first hear.... 😎💓😍
@pashmakhushal5922,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
@GTA_WALI_LIFE,Some songs are actualley act like time machine
@awaisraja11,"gta vice city , class 7th and those summer evenings with the pure melody of this song , were all perefect ."
@jasonjamal6103,My crush
@nur4g516,Untill now I didn't knew that A.R also composed a song for Salman also; a way time ago I have heard this song but didn't knew.
@umeshsopooopdondashi1188,Salman Khan and Katrina ak sa achea lagtea hai
@harshbhosale4029,3:18 arre ya kya tha???🤪🤣🤣🤣
@bciv178_priyanshukumar3,I ❤love you Katrina Kaif👑👑
@bciv178_priyanshukumar3,Katrina Kaif and salman khan are would beautiful jodi
@MRPrinTz1,Nice 🙏👏👍🥰❤🇮🇳😘🥰❤🇮🇳😘🚩👍😍🔱🕉🙏🙏🙏🕉🔱🔱😍🔱🕉🙏🕉🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🕉🔱😍🚩🇮🇳🥰❤😘👍🤘👍😘❤🥰
@Bharat22158,Only came to refresh my old good memories with the song not to see the actors ♥️♥️
@mskmsk1678,Best best sallu bhai only one hero sallu
@swapan03,I was in engineering college when the song was released 😘😘
@kunalsingh1696,Whenever me and my frnd listen this song in school days we get punished...don't know why but it happened everyday 😜😜😜😜😜...missing those days😔😔😔😔😔
@HotFuzzGoonayorum,I was in class 10
@SangeetaKumari-pr5zk,I was in 6th standard When this movie came I used to enjoy this music esp this song 😘😘😘😘 I can feel the music inside my soul n just go blown away with the mesmerizing feeling 💓💓💓💓💓💓
@judge86beherabb,Love u Sweety😎
@vikassoudri1271,2020 September
@ofeliyaracchu7024,Meri bhi dost hai bahut Yad kar rahi hun I love u song dost
@arkilamare1212,Salman  khan  so  handsome  and   talented   actor  in   hindi  acted
@vaibhavbhovte,Love you mayu
@affirynz7269,"Who still listens this song till now 2o2o..just click like,,👍👍👍👍👍👍"
@gopalkalubhai4099,गोपाल साहब हम आपके दोस्त ह😀😃😃😃😃😃😃😍😍😍😍😍😍😍😍😍😍🥰🥰🥰🌹🌷🌷
@mdzaid9405,Salman ki setting hai ye to !
@jaskiratsingh1411,Shreyaa❤️❤️❤️❤️❤️❤️
@nasimishteaque8216,❤️❤️
@LIJI19,Obsessed love with this song.........♥️
@monurastogi2579,💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖🖤🖤💖🖤🖤💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖
@kunaldas5595,"Wonderful, soulful and melodious song ❤️ Salman and Katrina just look heavenly here ❤️❤️❤️"
@pawanchandrasati5790,Beautiful songs
@vl9624,"V 
K
My love sweet love k"
@nomadicboy5226,Favourite song❤️❤️❤️
@shailadighore4281,Nice song......
@deepakmaurya4314,"Put earphones, play this music and close your eyes and just focus on imagination on your mind😍😍😍"
@Abhiokok,One of the fav song ever forever
@vishalthegaming8886,💯💯💯💯💯💘💘💘❣️❣️💕💕💕💞💞💓💓💗💗💖❤️❤️❤️🤩🤩😍😍😍😍🤗🤗💋💋💋🥰🥰🥰😘😘🥰🥰💋🙈💯💯💘❣️❣️💕💞💓💗💖❤️😘🥰💋💋😍🤩❣️❣️💕💕💞💓💓💗💖❤️
@abulkalamazad6022,"I have been listening to this for twelve years!!
 Whenever I listen to this song, it makes me think of her <3 <3"
@savitaahire2161,Love love salman
@farhanelahi_,Those days 😍😍😭
@devangtiwari7443,"I went to watch a movie with my parents when I was a kid not knowing the movie name , actor name any scene I don't remember anything only the fun I had and the line ""aaja tujhe hawao me baitha ke le chalu"" those were the golden days of my life and I want to live that again yaar .... Miss those days 😢"
@cgking4052,Handsome king salman sirf salman
@allcontentinonechannel6970,👍👍👍
@sharadkumarverma6498,legends still thinks this song invite ghosts 😂
@rinkudatta2618,Cat
@rinkudatta2618,Cat
@pranabgogoi202,Bhai ka overacting dekho bc 😂
@mehrajhossain9641,2008-2009 recalling...!
@anirudhpuranik5222,Heavenly song.
@alimujtaba8928,3 : 25
@buzzin369,This song deserves more views
@sabafatima168,One more masterpiece of AR Rahman
@sunilchauhan414,I remember when I firstly heard this song at India Gate 😍😍😍
@thefours4678,This song is for school first crush ❣️🙂
@irfanpirzada6968,Meri playlist se gayab hogaya ab dekha ki inho ne phir upload kiya hai hata ke
@disgirldoe_1489,this song brings back unexplainable memories♡
@achuthankannan6516,I was at 9th std while the film was reliesed and i was at Rajasthan...(am from Kerala).... Thisis ma nostalgia.... ...
@asifurrahmansrabon7560,This song is very beautiful but its sad it is so underrated if you compare it with other Salman's hit numbers...this is a gold
@hasnainbaloch8225,yes
@sampreetnaik771,"घर में रेडियो fm खरीद के लाया था , इस तरह के गाने सुनने के लिए।😁 nostalgic"
@rockyrk6639,Shreya's vocal is so soothing
@shilpapurswani9464,Another matter piece❤️❤️ featuring master of fakeness!!
@qalanderkhan7405,Ya wakta b guzr Gaya Hain yar
@mishalmohammed8155,U r 2nd to Kaka [Rajesh Khanna] the best confirm. May Allah Bless U n your family. Keep going so far u r Saloo Bhai for all your Indians. All the best Mishal Father Mohammed Shangri george
@anshu_edition266,Omg turu love❤️
@anasatif2104,Supar song
@sumangownder503,"Oh my benny , i never knew you sung this masterpiece"
@TanmaySanjayKamble,"This song is never gonna be forgotten 
It's always nostalgic to those days when we started knowing what love is 
Well in school days 😂😜😌"
@mohamedriyaz7935,4:15  masterclass by singers.... Love from south❤️
@mohdahtesham7259,I remember  my school days my childhood days . Love this song
@siddharthabisoyi,90’s kid welcome !!
@abhiabhishekkumar1794,Thanks nehuuu (bestie) for suggesting me to listen this beautiful song ......
@zH212,"I don’t find any beautiful chemistry between katrina with other actors 
Katrina with Salman is something very beautiful🍁
Their jodi treat to watch😌
I love this jodi both on screen & off screen
Infact they are more comfortable in off screen"
@zH212,"Aaahh Salman's unique style to express love
The most coolest guy❤️
Salmankatrina jodi❤️"
@ankushsharma7261,Gorgious kat Shreya sweetest voice lov shreya
@debasrees6007,My love story start with the song
@adeelnaeem9029,What were those days Katrina salman relationship rumours me in school with my ex gf
@geo9664,4:12 Mass entry ARR🔥😎❤️
@poojasoni4759,Chhhi yakk...
@rahulredekar761,"this song reminds me of my best friend,"
@nRatnesh,Who is watching this in November 2020😜
@amanrajbhar2723,Nostalgia de Diya💎
@abdulrehmankathio8445,Kya bat hai
@mcsdigital5223,Official friendzone song
@SHOAIBKHAN0219,"85% of  people who are watching this comments, I wish their parents still Alive for more than 100 years 👍 God bless u"
@alkasinha5791,"Really very lovely song
T"
@jisurajapatra8673,Yaad as Gaya woh lamhe my childhood
@sandeeplvrs,Songs like these were the ones that made AR Rahman what he is today.. A legend!
@mahfuzahmed3860,Love this song
@ajookhan5741,This remember me my college days. 😔
@jeminpatel3273,Best love song of my childhood.
@lrahamathulla6341,2007 ke baad aab sunne vale ek like
@shakeelqamar4280,Fabulous nice song 👌
@OfficialShivaTomar,"8th class mai tha
Apni crush yeh gana sunna chahta tha"
@KushagraTrivedi2817,bhai bs song 💖💖 sun liya waah 💖💕💕
@GurpreetSingh-xt8kt,Gurpreet Singh Katrina Kaif Wife Gurpreet Singh Katrina and I we the People RY to be a part in the future please let the kids and other countries and I am looking for the House 65
@akhan6514,Katrina at her prime is unmatchable
@romanr205,Meri dost hai☺☺
@ishavermaemila5903,4:12 to 4:17❤️
@durgeshrai6021,4:25
@arslanshahid3454,When Music was good ☺️
@workingchannel2786,Kon kon ye song 2020 me sun rha hai 🙂💞💞💞💞💞💞💞💞
@henderytaehyungswife8356,Ahhh.. My childhood was awesome 💖✌...i miss my school days 🎀🎀
@mukeshparekh2192,Super
@mrkhan7002,I am remembering my MBA days one of the best phase of my life
@haiderali3293,"I was 8 year's old and that time I use to listen this song on DVD player , that time was like a dream , but after some year when I understand the word of this song I love it more , I listen this  song after a long time . Love it ❤️"
@AbhaySingh-zp4jb,If I love you but as a friend had a song😏😏😁😁
@abidmajid6325,9th class special memories
@raw-cod-yt790,"Me ed my ex always sing together this song on park at morning,, 5.30,, kya din the yr woh 2010 se 2015 tak ye sare songs k sth bhut si memories judi h"
@ch008_ayush_bhat_6,Ye ganna sunkr past ki yadd ati hai......kitni achi life thi pehle😭😭😭
@hackrocky9506,Lockdown के बाद kaun kaun sun raha hai 🌞🌞🌞😍😍😍😍😍😍😍😍
@showkathossain7895,how many of you know that yuvvraaj's script is kept in oscar library
@kunalraj9724,Today only I came to know that this is sung by benny dayal and shreya ghoshal and music by a r rahman
@Rana_kawasaki,❤️❤️
@malaikakhan5876,"Ohh ilove this song 💓💓💓💓
Lots of love from pakistan salman sir and katrina mam"
@ydboykunalkusalkar8322,This song was first on t-series now its on tips how
@priyankaingole8122,😘😘😘😘😘😘
@minishkumar625,Bady pissyy leww bc rikaswsl bc 2 ko key deeni sun deegi se apr 50 se kaam nhi
@RajKumar-ti2hk,Let's back 2008-09
@RajKumar-ti2hk,Kis kis ko Apna school time yaad aaya like kare
@anyaacg,Beautiful song🤩🤩
@sunnatayaat2868,I hate this people 👹👹👹👹
@HarshKumar-gt3mo,🤭🤭😬😬😬😬😁😁😁😁🤗🤗🤗😆😆😆😆😆👏👏👏👏😬😬😬😬😬😆😆😆😆😆😬😬😬😬😬
@xandex69,Lol my brother was in this movie
@hanidoll5476,Super song dost pe
@SirViber,Music would be better without salman's acting 😒
@SL-786,School ke din yaad aagaye
@sakhimali9947,When these both will get marry with each other😍😃
@meshakhan912,Nostalgic 😢 so much memories not forgetting when salman and katrina link ups were at its peak ..school memories ..golden era ..😊😊😊
@Dhruv_12769,Mai bohot chota tha shayd se 3-4 saal ka tab ye music side wale uncle play karte thee ab ek din maine achanak suna yar feeling hi gajab ki ayi ab mai dusre city mai shift ho gaya hu lekin wo era kya hi tha😭😭😭
@hiutkarsh,0:10 that violin was the best and reduced it into nothing... try listening this on Spotify and will how good is the music production is 🔥❤️
@bilalarif0363,What a song . specially starting😍
@sanaabdullah9439,My childhood demind in this film ❤ i remember i recorded it in my phone ❤all the film songs
@sanaabdullah9439,❤❤❤
@muhammadsuhail2492,Movie name
@kunalpashilkar,Alert : this song remember your childhood and make you cry♥️ Missing old golden days those day when salman was a macho man and ruled on whole industry missing badly those days.....i wish i can experience those days once again but sadly it is impossible 😓😖
@saurabhsharma1121,I was in 10th and  i use to have orkut
@sunilmangats9020,Amazing
@nostalgicmaniacs,This was the official song for friendzone a way before it was cool
@fuadlaila7873,lagu & musiknya yg sangat menyentuh hati....filmnya juga bagus & menginspirasi...salaam dari indonesia
@khalidshaikh359,Nice so
@muskan3861,Best childhood memory...♥️♥️♥️♥️♥️♥️💞💞
@muskan3861,Love it...♥️♥️♥️
@poojapurbey7214,You are Salman Khan romantic.
@niraj5251,I want to my childhood back lol. 🥺😞 ❤️
@fatimaahmed7061,😍😘😻😍😘😻😻😻😻😻😻😻💋💅👄💓❤
@lucianobrickgaming7000,My girlfriend loves this song...I wanna know why!?
@RakeshKumar-168,Song♥♥♥
@asfandyar1136,Old memories are very beautiful ❤️😍💔😢😭👍😆
@ruturajwakte9031,My fav sang of all time
@IslamicvibeShorts,remembering my golden days in uni and my first best female friend
@03452996598,Love from Pakistan 🇵🇰
@mdaman311,Koun koun 2020 me ye song soon raha hai
@NoName-xl4ks,Class 4th ke yaade taza ho gayi 🥺🥺
@webshoot007,Idk but when I was kid I thought this song is from movie ghajni 🙄
@ummurafiq8052,Remembering old days ❤️😀
@skljgy128,Nice song
@jabedalikhan3916,👉 Who who listen this super song. Its song all time hit. ❤
@bismeetsingh352,The eyes at 00:57
@pujasarangi3177,Nice song
@SitaDevi-fh4yq,2020 mein kaun Sun raha Hai 😊🧚
@rahuldev8823,Peaceful music
@femidaf794,Yasalaaaaam  😘🤩😘🤩🤩🤣❣💋💋💋💞💞💞❤❤❤❤💕💟💯 sweet song best
@femidaf794,Shreya ghoshal best singer 😘🤩🤣❣👍👌😁
@sanchitasingh8777,This song is in my playlist since 2016
@siyasiya8252,Salman and Katrina are really good couple 💕💕
@uttam_k766,Awaaz hoon mein line and that tune of voice just amazing.😍
@uttam_k766,I didnt know this song before. i just listened this song in the Gym during workout😂.
@125Honda99,Nice yr
@sagardongre1230,school time song very hit nice song fell better
@AshokKumar-hp9kt,Such a nice song
@monicagharti9012,Jesus loves you Jesus calls u
@merajhasan6199,After starting the word aaja tu  suddenly it gave me goosebumps😍😘😗😙😚
@sutapamalik1701,❤️ this
@smartysam4u556,Aur  dosti pe songs banao
@smartysam4u556,Awesome⚡💎
@anushkasatpute6433,Even i remember my school days
@kundlikmanohare6386,Awesome👍 ❤😘
@soheilbagwan9387,Hii
@meenakshipathak2662,"""koi, $amjhta hi nhi h 😳😳😳😳😳😳😳"
@mdaftab2723,Bhai look gorgeous 😍😍😍👌
@ShnawalMalik042,2020
@eadsumitverma9084,"93.5 FM 
YRRR ZINDGI TO BO THI 
JIO K BHAROSE NHI THE 😄"
@sheikhsahista5528,💚💚💚
@user-lq6gr8jp6g,Salman khan with that chashma 😍😍😍😍
@shormisblog3759,One of my favorite song❤
@bamangsohum6005,Offs salman looks amazing
@javeriach8532,wowwwww.... no words ... ‼️
@samimmsiickmallick2944,5तरह6है उन्हें8यह3सब!@#%$&/?₹😢👌😢👌😢💐👍😢🎂👍👍४
@vipullondhe915,Full nostalgia
@abhinavchandurkar1961,When you want to dedicate this song to someone but you have no one
@abhineshkumar3783,Wait radhe
@abhineshkumar3783,Superb my hero Salman bhaijaaaan awsome
@ajitsarker7212,SK ❤️
@hasni0079,Shahrukh khan and kareena kapoor both are awsome in thin song😍😍😍😍😍
@musharrafali7328,This song have a special place in every 90s person
@gyankanwargyan1633,Love You Sallu Bhaijaan
@chitranjandhamecha1980,2020 now also nice filling
@mithunkumar-hr9ot,School days.... I really miss those days when I used to listen this song
@bat_with_mohit,boring moviee
@abeerakulsumnaaz8037,When I was in school  I used to listen everytime and enjoying alott
@Arhamfarooqui798,Beautiful song🎶🎶🎶🎤🎤🎤
@ismailbusiness4527,Why this song is soo peaceful?
@papandutta49,Remember those days ❤️..me and my dream girl ❤️💞 listen 👂 this song..
@mayankmishra676,AR REHMAN IS JUST MORE THAN AWESOME
@drbishaljmt4575,Sonali ❤
@srujanshetty4890,0:40 the feeling when you do sasta nasha😂😂😂
@atishayjain9780,I clearly remembered this song when I was in Class 6 and used to listen to this song in school Bus
@ameliabhowmick8571,3.32s to 4.12s ❤️❤️❤️❤️
@devilupadhyay9359,Mr. hinjda/salmankhan
@dollymeao8363,Ad meow 🐱
@maxamed89,From 🇸🇴 Somali a with love ❤️
@sohel.85,🗣️📣Wow IsThir Song Assalamu Wolaykum.🧠💟🙏🎯
@Irumughan,"Why I'm here ?
It's only because of Salman and Rahman Sir!"
@zinebhl4787,❤❤
@amanchaure2875,I watched the same mpl ad two times in single watching
@hammedabegum2057,Meri  dost   meri  sister' hai 🧕😍❤️❤️💙😘😍
@ashokanerao6715,Really beautiful music has given in this song and specially the female voice is very good.
@ashokanerao6715,AR.Rehman is the world leading music composer.
@devilmaycry7652,Katrina looking gorgeous in this movie😍😍😍😍
@rutikparmar174,Meri dost 😭😭🙏 I miss her so much 😭😭💔 😭 I just met her after 15 years on 18 August 2020 😭 Meri besti thi vo 😭
@uroojsabir4499,those dayz were amazing when I was in 2 class my elder sister used to play this song on every weekend like on sunday morning....now after 9 years I am again listening this song...😍😍😍😍somethings never gets old❤❤✌✌
@hazaratalihazaratali9308,Ye song 3 year sa sonaru .main. my favorite song.mujie abi aise dost Nai Mali
@dranzer2733,Cyber cafe editing
@sumi6947,Those golden days❤️ miss my childhood days
@esaankhan6674,my favourite is songs
@saidurrahman9986,I miss that life really.
@gouravrudrawar7823,"Awaz Ka dariya Hu...
Behta Hu main neeli rato me 
💖😊"
@ravindrapathak8081,"O'
Dear
Friend
Thou
Art
My
Supreme
Choice
Within
Each
Evils
And
Excellencies
💓💓"
@ravindrapathak8081,"O'
Friend
Thou
Art
My
Soulmate
Do
Live
Together
Ever
Forever
O'
Friend
My
Each
Breath
For
Thou
If
Death
Comes
We
Thou
Die
Together
💓💓"
@JitenderKumar-ht3bl,Very very very nice song 👍
@VipinKumar-km4hi,Very very very very very very very very very very very very good
@aadeshphalgun6756,Only AR Rahman sir can create such music 🎶🔥🙏❤️❤️
@matrikaasharma1243,Beautiful era of Bollywood 💕
